alt,density,pressure,temperature,windsE,windsN,windsV
50730.73073,0.000959827,73.6265015,267.5031231,-40.99770771,-0.189269269,0
50870.87087,0.00094395,72.36741441,267.334955,-40.95582583,-0.049129129,0
51011.01101,0.000928329,71.12687387,267.1667868,-40.9288989,0.092112112,0
51151.15115,0.00091298,69.90805405,266.9935035,-40.91488488,0.246266266,0
51291.29129,0.000897856,68.70545946,266.8204505,-40.91,0.40042042,0
51431.43143,0.000883,67.52323323,266.6422823,-40.92628629,0.567717718,0
51571.57157,0.000868378,66.35881882,266.466957,-40.96147147,0.743043043,0
51711.71171,0.000853992,65.21530631,266.2859459,-40.99351351,0.925225225,0
51851.85185,0.000839839,64.09833333,266.1177778,-41.03555556,1.107407407,0
51991.99199,0.000825884,62.99762262,265.9496096,-41.1051952,1.28039039,0
52132.13213,0.000812163,61.91783183,265.7914414,-41.20891892,1.445345345,0
52272.27227,0.000798642,60.85506707,265.6232733,-41.34227227,1.599499499,0
52412.41241,0.000785326,59.80964464,265.4551051,-41.50737738,1.742412412,0
52552.55255,0.000772669,58.815,265.2816817,-41.81918919,1.835255255,0
52692.69269,0.000760929,57.88815516,265.0994995,-42.34223223,1.849269269,0
52832.83283,0.000749391,56.9748999,264.904034,-42.87804805,1.863283283,0
52972.97297,0.000738028,56.07397297,264.7005405,-43.43189189,1.884594595,0
53113.11311,0.000726847,55.18478078,264.4903303,-43.99376376,1.902622623,0
53253.25325,0.000715852,54.30876476,264.2747948,-44.56301301,1.930650651,0
53393.39339,0.000705019,53.44082883,264.0412312,-45.273003,1.855945946,0
53533.53353,0.000694375,52.58378679,263.7896396,-46.16126126,1.6496997,0
53673.67367,0.000683881,51.73822122,263.53002,-47.04414414,1.439489489,0
53813.81381,0.000673554,50.90477477,263.2637538,-47.92702703,1.229279279,0
53953.95395,0.000663395,50.08344845,262.9920921,-48.80990991,1.019069069,0
54094.09409,0.000653381,49.27301802,262.7118118,-49.68338338,0.808858859,0
54234.23423,0.000643537,48.47557658,262.4146847,-50.56567568,0.598648649,0
54374.37437,0.000633836,47.68899099,262.1063764,-51.44855856,0.388438438,0
54514.51451,0.000624282,46.91360561,261.7966166,-52.32998999,0.188228228,0
54654.65465,0.00061488,46.14977177,261.4688288,-53.20978979,-0.016516517,0
54794.79479,0.000605613,45.3958999,261.1324925,-54.09720721,-0.212712713,0
54934.93493,0.000596487,44.65459159,260.7826627,-54.98358358,-0.408908909,0
55075.07508,0.000587921,43.95339039,260.4323123,-55.16726727,-0.507507508,0
55215.21522,0.000579851,43.28848849,260.081962,-54.78348348,-0.521521522,0
55355.35536,0.000571888,42.6325976,259.7260761,-54.46928929,-0.546606607,0
55495.4955,0.000564032,41.98381081,259.3521622,-54.22720721,-0.579099099,0
55635.63564,0.000556284,41.34457057,258.9737838,-54.05792793,-0.630690691,0
55775.77578,0.000548635,40.71352452,258.5878278,-53.96211211,-0.687887888,0
55915.91592,0.000541092,40.08981081,258.1838438,-53.93318318,-0.747957958,0
56056.05606,0.000533656,39.47403504,257.7774374,-53.97802803,-0.823633634,0
56196.1962,0.000526309,38.86547047,257.3614114,-54.08657658,-0.898098098,0
56336.33634,0.000519066,38.26657057,256.9373574,-54.27813814,-0.991801802,0
56476.47648,0.000511907,37.67326927,256.4952753,-54.53295295,-1.083533534,0
56616.61662,0.000504839,37.08804104,256.0551652,-54.85652653,-1.166646647,0
56756.75676,0.000497838,36.50702703,255.5813514,-55.27162162,-1.177297297,0
56896.8969,0.000490893,35.92975375,255.0908609,-55.72975976,-1.130930931,0
57037.03704,0.000484026,35.36037037,254.5966667,-56.22333333,-1.071481481,0
57177.17718,0.000477232,34.79729129,254.0921622,-56.74327327,-1.001411411,0
57317.31732,0.000470517,34.24076977,253.5759259,-57.291001,-0.931341341,0
57457.45746,0.000463878,33.69091592,253.0574074,-57.87132132,-0.84977978,0
57597.5976,0.000457371,33.17364865,252.695045,-57.92312312,-0.780960961,0
57737.73774,0.00045097,32.67478579,252.3907508,-57.77603604,-0.721131131,0
57877.87788,0.000444645,32.18242743,252.0964565,-57.6576977,-0.651061061,0
58018.01802,0.000438404,31.69601802,251.8021622,-57.57099099,-0.579189189,0
58158.15816,0.000432233,31.21568068,251.5078679,-57.51255255,-0.500920921,0
58298.2983,0.000426134,30.74075175,251.2234034,-57.49017017,-0.421021021,0
58438.43844,0.000420203,30.28007508,250.956967,-57.58843844,-0.301561562,0
58578.57858,0.000414369,29.82776276,250.6985586,-57.73643644,-0.161421421,0
58718.71872,0.000408608,29.38203604,250.4363063,-57.89059059,-0.021281281,0
58858.85886,0.000402928,28.94236036,250.1840541,-58.05063063,0.124744745,0
58998.999,0.00039731,28.50809309,249.9318018,-58.2187988,0.288798799,0
59139.13914,0.000391776,28.0817998,249.6795495,-58.40479479,0.456966967,0
59279.27928,0.000386306,27.66095495,249.4272973,-58.59306306,0.640990991,0
59419.41942,0.0003809,27.2461011,249.175045,-58.79718719,0.837187187,0
59559.55956,0.000375573,26.83668168,248.9287487,-58.99933934,1.039339339,0
59699.6997,0.000370301,26.43286186,248.6805405,-59.21951952,1.269489489,0
59839.83984,0.000365104,26.03605005,248.4322723,-59.43772773,1.501711712,0
59979.97998,0.000359971,25.64465566,248.186036,-59.66796797,1.761961962,0
60120.12012,0.00035515,25.28089489,248.0058559,-59.3896997,1.73993994,0
60260.26026,0.000350425,24.92674675,247.8376877,-59.04537538,1.675895896,0
60400.4004,0.000345747,24.57601101,247.6695195,-58.72911912,1.61987988,0
60540.54054,0.00034112,24.23108108,247.5013514,-58.42891892,1.573783784,0
60680.68068,0.000336548,23.88994595,247.3331832,-58.14863864,1.533863864,0
60820.82082,0.000332022,23.55344645,247.1670971,-57.8946046,1.495835836,0
60960.96096,0.000327541,23.22113213,247.0068468,-57.66855856,1.473903904,0
61101.1011,0.000323116,22.89244545,246.8486787,-57.46856857,1.45988989,0
61241.24124,0.000318737,22.56855756,246.6846346,-57.29051051,1.45,0
61381.38138,0.000314403,22.24926426,246.5304805,-57.13861862,1.45,0
61521.52152,0.000310128,21.93400701,246.3863263,-57.01493493,1.462152152,0
61661.66166,0.000305894,21.62272773,246.2321722,-56.9045045,1.463833834,0
61801.8018,0.000301687,21.31410811,246.0881982,-56.7072973,1.398918919,0
61941.94194,0.000297551,21.01182482,245.9438639,-56.49708709,1.319029029,0
62082.08208,0.00029347,20.71298599,245.7979179,-56.29508509,1.240750751,0
62222.22222,0.000289447,20.419,245.6555556,-56.10111111,1.168888889,0
62362.36236,0.000285478,20.13015716,245.5076376,-55.91892893,1.092582583,0
62502.5025,0.000281563,19.84502002,245.3567467,-55.73673674,1.018998999,0
62642.64264,0.000277816,19.56699399,245.1788288,-54.99399399,0.954414414,0
62782.78278,0.000274105,19.29257357,245.0023824,-54.24297297,0.862052052,0
62922.92292,0.000270459,19.02198799,244.8302002,-53.48392392,0.739369369,0
63063.06306,0.000266856,18.75418018,244.648018,-52.70684685,0.600630631,0
63203.2032,0.0002633,18.49004204,244.4758358,-51.92206206,0.435835836,0
63343.34334,0.000259805,18.22938138,244.2893193,-51.19362362,0.27965966,0
63483.48348,0.000256355,17.96872072,244.0764264,-50.64945946,0.214954955,0
63623.62362,0.000252941,17.71100501,243.8645646,-50.15967968,0.162912913,0
63763.76376,0.000249576,17.45658759,243.6543544,-49.6832032,0.114494494,0
63903.9039,0.000246249,17.20509009,243.4341441,-49.20711712,0.068438438,0
64044.04404,0.000242974,16.95792292,243.2239339,-48.74465465,0.016786787,0
64184.18418,0.000239725,16.71351952,243.0053053,-48.29061061,-0.033673674,0
64324.32432,0.000236528,16.47240541,242.7935135,-47.84216216,-0.077297297,0
64464.46446,0.00023336,16.2346997,242.5768569,-47.40016016,-0.125785786,0
64604.6046,0.000230228,15.9994024,242.3626326,-46.97618619,-0.171381381,0
64744.74474,0.00022714,15.76861862,242.1428829,-46.55576577,-0.217897898,0
64884.88488,0.000224088,15.53963764,241.9241842,-46.13534535,-0.265465465,0
65025.02503,0.000221037,15.31245746,241.6799399,-45.53723724,-0.277477477,0
65165.16517,0.000217903,15.07617417,241.3370871,-44.05924925,-0.151351351,0
65305.30531,0.000214814,14.8432993,240.9867367,-42.56323323,-0.025225225,0
65445.44545,0.000211773,14.61437838,240.6318418,-41.05918919,0.100900901,0
65585.58559,0.000208777,14.38820721,240.2674775,-39.54567568,0.218468468,0
65725.72573,0.000205822,14.16461061,239.9031131,-38.01958959,0.343153153,0
65865.86587,0.000202913,13.94459059,239.5387487,-36.48547548,0.469279279,0
66006.00601,0.000200049,13.72781081,239.1637838,-34.94333333,0.595405405,0
66146.14615,0.000197227,13.51385786,238.7854054,-33.38316316,0.721531532,0
66286.28629,0.000194442,13.30257057,238.407027,-31.81359359,0.847657658,0
66426.42643,0.000191697,13.09415315,238.0186486,-30.23138138,0.973783784,0
66566.56657,0.000188992,12.88881281,237.6336136,-28.64114114,1.09990991,0
66706.70671,0.000186334,12.68647648,237.2412212,-27.3325025,1.201341341,0
66846.84685,0.000183713,12.48841441,236.8488288,-26.75324324,1.229369369,0
66986.98699,0.000181129,12.29308809,236.4564364,-26.16465465,1.257397397,0
67127.12713,0.000178592,12.09983584,236.0613313,-25.57606607,1.285425425,0
67267.26727,0.000176083,11.90918919,235.6549249,-24.98747748,1.313453453,0
67407.40741,0.0001736,11.72214815,235.2485185,-24.39814815,1.340740741,0
67547.54755,0.000171186,11.53813914,234.8230931,-23.86686687,1.35,0
67687.68769,0.000168854,11.35875976,234.3518619,-23.45693694,1.341231231,0
67827.82783,0.000166546,11.18221522,233.8853854,-23.03373373,1.327217217,0
67967.96797,0.000164269,11.00771972,233.4089089,-22.58570571,1.313203203,0
68108.10811,0.000162011,10.83610811,232.9324324,-22.12243243,1.289189189,0
68248.24825,0.000159788,10.6661021,232.4511311,-21.63630631,1.27035035,0
68388.38839,0.000157582,10.49793393,231.9518018,-20.83128128,1.18045045,0
68528.52853,0.000155411,10.33133634,231.4472973,-19.63465465,0.995765766,0
68668.66867,0.000153259,10.16665766,230.9359259,-18.42944945,0.820730731,0
68808.80881,0.000151128,10.00386987,230.4174074,-17.23512513,0.659429429,0
68948.94895,0.000149026,9.843296096,229.8988889,-16.04393393,0.496156156,0
69089.08909,0.000146941,9.684707508,229.3714615,-14.86165165,0.350910911,0
69229.22923,0.000144883,9.528243243,228.8489289,-13.69447447,0.210770771,0
69369.36937,0.000142844,9.373732432,228.3163964,-12.53117117,0.077567568,0
69509.50951,0.000140824,9.221158258,227.7738639,-11.37202202,-0.038558559,0
69649.64965,0.00013883,9.070674174,227.2363664,-10.22783784,-0.154754755,0
69789.78979,0.000136854,8.921902402,226.6987988,-9.092702703,-0.261831832,0
69929.92993,0.000134904,8.775232733,226.1502803,-7.960560561,-0.357957958,0
70070.07007,0.000132809,8.615893393,225.5406707,-7.364964965,-0.385985986,0
70210.21021,0.00013058,8.444506907,224.880991,-7.294894895,-0.356936937,0
70350.35035,0.000128385,8.276533433,224.2133534,-7.21978979,-0.31992993,0
70490.49049,0.000126225,8.111264164,223.5456456,-7.126656657,-0.291901902,0
70630.63063,0.000124097,7.949258559,222.872973,-7.028558559,-0.263873874,0
70770.77077,0.000121996,7.790070571,222.2003003,-6.923383383,-0.235845846,0
70910.91091,0.000119932,7.633697998,221.5165365,-6.81018018,-0.207817818,0
71051.05105,0.000117905,7.48030961,220.8298498,-6.678948949,-0.17978979,0
71191.19119,0.000115905,7.329443043,220.1431632,-6.538808809,-0.151761762,0
71331.33133,0.000113934,7.18159009,219.4533433,-6.395535536,-0.133733734,0
71471.47147,0.000111994,7.036284384,218.7526426,-6.234234234,-0.105705706,0
71611.61161,0.000110084,6.893641942,218.0519419,-6.066066066,-0.087677678,0
71751.75175,0.000108212,6.753665766,217.3512412,-5.897897898,-0.054474474,0
71891.89189,0.000106366,6.616121622,216.6413514,-5.72972973,-0.012432432,0
72032.03203,0.000104547,6.481305506,215.9234334,-5.531951952,0.003203203,0
72172.17217,0.000102753,6.348758158,215.2019219,-5.321741742,0.017217217,0
72312.31231,0.000100997,6.218521922,214.475976,-5.087837838,0.018768769,0
72452.45245,9.92669E-05,6.090835435,213.7472472,-4.835585586,0.004754755,0
72592.59259,9.73933E-05,5.954381481,212.9907407,-5.046296296,0.027777778,0
72732.73273,9.54669E-05,5.815256456,212.21997,-5.491471471,0.06981982,0
72872.87287,9.35684E-05,5.678659059,211.4491992,-5.925905906,0.111861862,0
73013.01301,9.16996E-05,5.544741742,210.6784284,-6.359039039,0.163903904,0
73153.15315,8.98614E-05,5.413473874,209.912973,-6.774144144,0.211261261,0
73293.29329,8.80503E-05,5.284543343,209.1468869,-7.171221221,0.267317317,0
73433.43343,8.62788E-05,5.158944845,208.3727728,-7.476836837,0.373433433,0
73573.57357,8.45416E-05,5.036090991,207.5953453,-7.693003003,0.513573574,0
73713.71371,8.28343E-05,4.915825626,206.8232032,-7.852342342,0.667827828,0
73853.85385,8.11598E-05,4.798247447,206.0438038,-7.962312312,0.85001001,0
73993.99399,7.95133E-05,4.682918919,205.2636336,-8.018198198,1.050990991,0
74134.13413,7.78979E-05,4.570397497,204.4788488,-8.00975976,1.268028028,0
74274.27427,7.63114E-05,4.460091792,203.6940641,-7.945435435,1.513693694,0
74414.41441,7.4753E-05,4.352188288,202.9092793,-7.812702703,1.768828829,0
74554.55455,7.32242E-05,4.246756857,202.1244945,-7.622712713,2.054564565,0
74694.69469,7.17207E-05,4.143394094,201.3302402,-7.37954955,2.358328328,0
74834.83483,7.02477E-05,4.042532432,200.5414414,-7.052912913,2.693603604,0
74974.97497,6.88E-05,3.943717518,199.7426426,-6.672572573,3.037437437,0
75115.11512,6.72341E-05,3.838333433,198.9223323,-7.512432432,3.23964965,0
75255.25526,6.56667E-05,3.733611111,198.1095195,-8.647567568,3.416306306,0
75395.3954,6.41235E-05,3.631052152,197.2967067,-9.792242242,3.594014014,0
75535.53554,6.26101E-05,3.531082983,196.4974474,-10.95494494,3.77974975,0
75675.67568,6.11219E-05,3.433256757,195.6986486,-12.13324324,3.975945946,0
75815.81582,5.96603E-05,3.337703403,194.9114314,-13.33601602,4.172142142,0
75955.95596,5.82255E-05,3.244425025,194.1266466,-14.55241241,4.373933934,0
76096.0961,5.68142E-05,3.15312973,193.3514715,-15.79525526,4.584144144,0
76236.23624,5.54306E-05,3.064316116,192.5807007,-17.04974975,4.797977978,0
76376.37638,5.40707E-05,2.977352152,191.8175676,-18.33266266,5.022202202,0
76516.51652,5.27359E-05,2.892472673,191.0624625,-19.62525526,5.248078078,0
76656.65666,5.14251E-05,2.809655856,190.3197197,-20.83492492,5.418328328,0
76796.7968,5.01295E-05,2.728641842,189.5866567,-21.50846847,5.246406406,0
76936.93694,4.88597E-05,2.6498,188.8716216,-21.99558559,4.972432432,0
77077.07708,4.76126E-05,2.572715916,188.1569069,-22.47206206,4.678138138,0
77217.21722,4.63911E-05,2.497643744,187.4556356,-22.9350951,4.382122122,0
77357.35736,4.51942E-05,2.424503604,186.7689489,-23.38354354,4.073813814,0
77497.4975,4.40199E-05,2.353166266,186.0822623,-23.82224224,3.755755756,0
77637.63764,4.29093E-05,2.286585586,185.4819219,-24.28044044,3.364614615,0
77777.77778,4.18206E-05,2.2217,184.8933333,-24.72888889,2.972222222,0
77917.91792,4.0755E-05,2.158462362,184.3165365,-25.17554555,2.591621622,0
78058.05806,3.97131E-05,2.096844745,183.741962,-25.60417417,2.213243243,0
78198.1982,3.86911E-05,2.036767568,183.1772072,-26.02459459,1.834864865,0
78338.33834,3.76923E-05,1.978304605,182.6304805,-26.48718719,1.516326326,0
78478.47848,3.671E-05,1.921194695,182.0996296,-27.10884885,1.375065065,0
78618.61862,3.57493E-05,1.865557357,181.5811111,-27.74006006,1.266966967,0
78758.75876,3.48104E-05,1.811512913,181.0684685,-28.33678679,1.168868869,0
78898.8989,3.38912E-05,1.758811812,180.5738539,-28.9055956,1.070770771,0
79039.03904,3.29953E-05,1.707745946,180.0772673,-29.43444444,0.968768769,0
79179.17918,3.21183E-05,1.657928929,179.6007908,-29.94504505,0.864574575,0
79319.31932,3.12609E-05,1.609550751,179.1262462,-30.42182182,0.766476476,0
79459.45946,3.04246E-05,1.562459459,178.6637838,-30.86432432,0.668378378,0
79599.5996,2.96063E-05,1.51663013,178.2112813,-31.27883884,0.57028028,0
79739.73974,2.88087E-05,1.472161461,177.7668068,-31.66332332,0.482182182,0
79879.87988,2.80283E-05,1.428856757,177.3403604,-32.0196997,0.384084084,0
80020.02002,2.72627E-05,1.387074374,176.98,-32.1978979,0.312012012,0
80160.16016,2.64965E-05,1.348055956,176.986016,-31.4891992,0.396096096,0
80300.3003,2.57474E-05,1.31012042,177.0100601,-30.79855856,0.47015015,0
80440.44044,2.50195E-05,1.273185485,177.0380881,-30.12588589,0.54022022,0
80580.58058,2.43087E-05,1.237151952,177.0741742,-29.46127127,0.602232232,0
80720.72072,2.36155E-05,1.202223423,177.1282883,-28.80675676,0.656216216,0
80860.86086,2.29413E-05,1.168132533,177.1843443,-28.17612613,0.698258258,0
81001.001,2.22824E-05,1.134968769,177.2506006,-27.5555956,0.7402002,0
81141.14114,2.16435E-05,1.102760961,177.3346847,-26.94309309,0.764114114,0
81281.28128,2.10187E-05,1.071355556,177.4187688,-26.34861862,0.786256256,0
81421.42142,2.0411E-05,1.040837237,177.514995,-25.77217217,0.8,0
81561.56156,1.98197E-05,1.011233634,177.6192492,-25.20375375,0.8,0
81701.7017,1.92421E-05,0.982276767,177.7315315,-24.7582983,0.8,0
81841.84184,1.86807E-05,0.954173684,177.8576577,-24.61815816,0.8,0
81981.98198,1.81329E-05,0.926773694,177.991982,-24.46162162,0.808198198,0
82122.12212,1.76003E-05,0.900138649,178.1321221,-24.29345345,0.822212212,0
82262.26226,1.70817E-05,0.874254685,178.2784885,-24.11283283,0.836226226,0
82402.4024,1.65765E-05,0.849028138,178.4326426,-23.91663664,0.86024024,0
82542.54254,1.60888E-05,0.82490026,178.6335936,-23.5757958,0.865745746,0
82682.68268,1.56203E-05,0.802156356,178.9419019,-22.91139139,0.851731732,0
82822.82282,1.51644E-05,0.780073874,179.2624925,-22.23816817,0.813153153,0
82962.96296,1.47219E-05,0.758623704,179.5911111,-21.55777778,0.764814815,0
83103.1031,1.42907E-05,0.737749429,179.9274474,-20.86479479,0.708448448,0
83243.24324,1.38733E-05,0.717530811,180.2681081,-20.17378378,0.634054054,0
83383.38338,1.3466E-05,0.697861371,180.6267968,-19.3896997,0.516616617,0
83523.52352,1.30708E-05,0.678794314,180.9911612,-18.51415415,0.364124124,0
83663.66366,1.26871E-05,0.660285526,181.3555255,-17.65165165,0.20996997,0
83803.8038,1.23141E-05,0.642283383,181.7302703,-16.80755756,0.056196196,0
83943.94394,1.19524E-05,0.624842472,182.1086486,-15.98951952,-0.083943944,0
84084.08408,1.16006E-05,0.607871502,182.4954354,-15.19072072,-0.224084084,0
84224.22422,1.12603E-05,0.591419369,182.8878278,-14.41676677,-0.351801802,0
84364.36436,1.093E-05,0.575436136,183.2866567,-13.65886887,-0.477927928,0
84504.5045,1.06089E-05,0.559892613,183.6935135,-12.92702703,-0.604054054,0
84644.64464,1.02977E-05,0.544836597,184.1094695,-12.21677678,-0.725715716,0
84784.78478,9.99531E-06,0.530187818,184.5243544,-11.52455455,-0.837827828,0
84924.92492,9.70235E-06,0.515992462,184.9572673,-10.85285285,-0.93993994,0
85065.06507,9.42517E-06,0.502342312,185.3331431,-9.68018018,-0.967467467,0
85205.20521,9.16428E-06,0.489246326,185.6314515,-7.968058058,-0.897397397,0
85345.34535,8.91263E-06,0.47657973,185.9352252,-6.323063063,-0.827327327,0
85485.48549,8.66828E-06,0.464247117,186.2295195,-4.751111111,-0.757257257,0
85625.62563,8.43212E-06,0.452307698,186.5138138,-3.266056056,-0.674624625,0
85765.76577,8.20332E-06,0.44071036,186.8015315,-1.848918919,-0.590540541,0
85905.90591,7.9814E-06,0.429436386,187.0812212,-0.506256256,-0.506456456,0
86046.04605,7.76705E-06,0.418513664,187.3474875,0.750600601,-0.417767768,0
86186.18619,7.55885E-06,0.407897417,187.6137538,1.935345345,-0.31966967,0
86326.32633,7.35753E-06,0.397591872,187.88002,3.027447447,-0.231571572,0
86466.46647,7.16228E-06,0.387587467,188.1396396,4.045265265,-0.133473473,0
86606.60661,6.97281E-06,0.377862733,188.3918919,4.97963964,-0.034714715,0
86746.74675,6.78969E-06,0.368445365,188.6534935,5.787757758,0.077397397,0
86886.88689,6.61162E-06,0.359272352,188.9250851,6.504434434,0.18950951,0
87027.02703,6.43892E-06,0.350370811,189.1913514,7.181621622,0.317027027,0
87167.16717,6.27117E-06,0.341706086,189.4643343,7.805535536,0.457167167,0
87307.30731,6.1081E-06,0.33326033,189.7338839,8.387767768,0.618038038,0
87447.44745,5.94999E-06,0.325072282,190.0001502,8.910810811,0.781681682,0
87587.58759,5.79866E-06,0.317135095,190.2051051,9.441591592,0.876276276,0
87727.72773,5.65322E-06,0.309455475,190.3605005,9.985365365,0.928318318,0
87867.86787,5.51163E-06,0.301976577,190.5214414,10.5178979,0.963573574,0
88008.00801,5.3737E-06,0.294683193,190.6796096,11.03962963,1.001601602,0
88148.14815,5.2398E-06,0.287607407,190.842963,11.55333333,1.02962963,0
88288.28829,5.10923E-06,0.280693874,190.9971171,12.04900901,1.057657658,0
88428.42843,4.98258E-06,0.273965335,191.1327427,12.71498498,1.015785786,0
88568.56857,4.85938E-06,0.267391562,191.2517117,13.42284284,0.945715716,0
88708.70871,4.7393E-06,0.26097985,191.3778378,14.11006006,0.898258258,0
88848.84885,4.6226E-06,0.254740651,191.503964,14.74981982,0.87023023,0
88988.98899,4.50869E-06,0.248645676,191.6300901,15.36265265,0.851101101,0
89129.12913,4.39807E-06,0.242718228,191.7562162,15.9336036,0.862912913,0
89269.26927,4.29015E-06,0.236936887,191.8823423,16.4662963,0.883853854,0
89409.40941,4.18499E-06,0.231299269,192.0184685,16.97199199,0.923763764,0
89549.54955,4.08277E-06,0.225812432,192.1495495,17.43855856,0.984774775,0
89689.68969,3.98299E-06,0.220451792,192.2807207,17.86906907,1.063813814,0
89829.82983,3.88599E-06,0.215228228,192.4168468,18.26755756,1.160880881,0
89969.96997,3.79146E-06,0.210141081,192.54997,18.62492492,1.272972973,0
90110.11011,3.69764E-06,0.204828849,192.4038238,19.41672673,0.842592593,0
90250.25025,3.60589E-06,0.199580741,192.1846246,20.35672673,0.349199199,0
90390.39039,3.5163E-06,0.19444979,191.9744144,21.32369369,-0.063093093,0
90530.53053,3.42908E-06,0.189461431,191.7542042,22.33287287,-0.374954955,0
90670.67067,3.34396E-06,0.184598929,191.543994,23.37003003,-0.591871872,0
90810.81081,3.26083E-06,0.179862162,191.3437838,24.43432432,-0.714324324,0
90950.95095,3.18001E-06,0.175254094,191.1335736,25.53760761,-0.744904905,0
91091.09109,3.10099E-06,0.170763303,190.9324725,26.66783784,-0.685345345,0
91231.23123,3.02414E-06,0.166391201,190.7331532,27.82546547,-0.533153153,0
91371.37137,2.9491E-06,0.162131722,190.5372172,29.01665666,-0.287257257,0
91511.51151,2.87591E-06,0.157976166,190.3438839,30.2413013,0.053383383,0
91651.65165,2.80503E-06,0.153958589,190.1528529,31.4642042,0.449459459,0
91791.79179,2.73777E-06,0.150149159,189.989029,32.56843844,0.736046046,0
91931.93193,2.6731E-06,0.146492543,189.8480681,33.6031031,0.997057057,0
92072.07207,2.61013E-06,0.142940991,189.7079279,34.61891892,1.298558559,0
92212.21221,2.54887E-06,0.139485686,189.579009,35.60304304,1.641751752,0
92352.35235,2.48936E-06,0.13613972,189.4581181,36.55076076,2.016586587,0
92492.49249,2.43129E-06,0.132883423,189.346006,37.48045045,2.436726727,0
92632.63263,2.37345E-06,0.12958966,189.1177878,37.79547548,2.466526527,0
92772.77277,2.3165E-06,0.126353504,188.8862863,38.0046046,2.494554555,0
92912.91291,2.26074E-06,0.123183333,188.6593393,38.14645646,2.533873874,0
93053.05305,2.20612E-06,0.120093443,188.4351151,38.20061061,2.586526527,0
93193.19319,2.15249E-06,0.117066346,188.2015716,38.19136136,2.656596597,0
93333.33333,2.0996E-06,0.11408,187.9766667,37.96666667,2.646666667,0
93473.47347,2.04571E-06,0.111052973,187.7524424,37.15507508,2.200800801,0
93613.61361,1.99265E-06,0.108076837,187.5182182,36.25967968,1.707797798,0
93753.75375,1.94098E-06,0.105183423,187.293994,35.44897898,1.294864865,0
93893.89389,1.89049E-06,0.102352733,187.0791592,34.69236236,0.935265265,0
94034.03403,1.84132E-06,0.099611101,186.8589489,34.01344344,0.658738739,0
94174.17417,1.79328E-06,0.096927658,186.6487387,33.39105105,0.436156156,0
94314.31431,1.7464E-06,0.094315477,186.4485285,32.82846847,0.288548549,0
94454.45445,1.70077E-06,0.091773632,186.2437638,32.3403003,0.198218218,0
94594.59459,1.65611E-06,0.089292135,186.0475676,31.91567568,0.170540541,0
94734.73473,1.61271E-06,0.086881594,185.8548448,31.54663664,0.220840841,0
94874.87487,1.57034E-06,0.084530831,185.6726627,31.24025025,0.327387387,0
95015.01502,1.52898E-06,0.08225052,185.5084985,30.94993994,0.454984985,0
95155.15516,1.48895E-06,0.080116466,185.4944845,30.38937938,0.325875876,0
95295.2953,1.4499E-06,0.0780383,185.49,29.83834835,0.204234234,0
95435.43544,1.41207E-06,0.076025943,185.48,29.31243243,0.101651652,0
95575.57558,1.37525E-06,0.074067034,185.4724424,28.80792793,0.004654655,0
95715.71572,1.33949E-06,0.072164138,185.47,28.31656657,-0.087857858,0
95855.85586,1.30482E-06,0.070316757,185.4644144,27.84567568,-0.163513514,0
95995.996,1.27096E-06,0.068518051,185.46,27.39281281,-0.237997998,0
96136.13614,1.23819E-06,0.066775694,185.47,26.95797798,-0.294454454,0
96276.27628,1.20634E-06,0.065079447,185.47,26.53117117,-0.342882883,0
96416.41642,1.17534E-06,0.063432047,185.48,26.12403403,-0.384924925,0
96556.55656,1.14521E-06,0.061832608,185.4856557,25.73164164,-0.421311311,0
96696.6967,1.11608E-06,0.060282237,185.4803303,25.60033033,-0.449339339,0
96836.83684,1.08852E-06,0.058805634,185.4389489,26.26944945,-0.508418418,0
96976.97698,1.06157E-06,0.057366374,185.3969069,26.891001,-0.578488488,0
97117.11712,1.03525E-06,0.055965252,185.3665766,27.45162162,-0.661981982,0
97257.25726,1.00964E-06,0.054602758,185.3442743,27.93894895,-0.765805806,0
97397.3974,9.84641E-07,0.053273543,185.3302603,28.37219219,-0.887657658,0
97537.53754,9.60135E-07,0.051971898,185.3262462,28.1933033,-1.051321321,0
97677.67768,9.35761E-07,0.050671365,185.3122322,26.44795796,-1.302052052,0
97817.81782,9.1202E-07,0.04940649,185.31,24.53164164,-1.514944945,0
97957.95796,8.88917E-07,0.048177505,185.3157958,22.44165165,-1.705345345,0
98098.0981,8.66364E-07,0.046979166,185.3298098,20.20081081,-1.867907908,0
98238.23824,8.44464E-07,0.045816594,185.3476476,17.77553554,-1.990590591,0
98378.37838,8.2305E-07,0.044681838,185.3991892,15.06324324,-1.985135135,0
98518.51852,8.02125E-07,0.043575667,185.482963,12.14222222,-1.802222222,0
98658.65866,7.81733E-07,0.042499781,185.5810611,9.306826827,-1.597877878,0
98798.7988,7.618E-07,0.041449949,185.689039,6.652222222,-1.411561562,0
98938.93894,7.42433E-07,0.040432197,185.805045,4.291401401,-1.219379379,0
99079.07908,7.23513E-07,0.039440656,185.9390791,2.040550551,-1.037197197,0
99219.21922,7.05089E-07,0.038475462,186.0811411,-0.100600601,-0.856936937,0
99359.35936,6.87133E-07,0.037538041,186.2352953,-2.116966967,-0.682832833,0
99499.4995,6.69602E-07,0.036624243,186.3993994,-4.033243243,-0.510600601,0
